"TaxonID","SIFS","Scientific.name","Vernacular.name","Family","Introduced","Nb..Obs.","Years..min.","Years..max.","Doubtful....","IUCN.status","WS.Code"
1010910,99400,"Centaurea nervosa Willd.",NA,"Asteraceae",NA,1,1997,1997,NA,"Least concern",NA
1010980,99995,"Centaurea scabiosa L.",NA,"Asteraceae",NA,7,1997,2024,NA,"Least concern",NA
1011000,100100,"Centaurea scabiosa subsp. alpestris (Hegetschw.) Nyman",NA,"Asteraceae",NA,1,2024,2024,NA,"Least concern",NA
1011250,102200,"Cerastium alpinum L.",NA,"Caryophyllaceae",NA,2,2025,2025,NA,"Least concern",NA
1011270,102595,"Cerastium arvense L.",NA,"Caryophyllaceae",NA,4,1952,2024,NA,"Least concern",NA
1011300,102700,"Cerastium arvense subsp. strictum (W. D. J. Koch) Schinz & R. Keller",NA,"Caryophyllaceae",NA,4,1952,2024,NA,"Least concern",NA
1011390,103595,"Cerastium fontanum Baumg.",NA,"Caryophyllaceae",NA,9,1952,2024,NA,"Least concern",NA
1011420,103800,"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet",NA,"Caryophyllaceae",NA,5,1952,2024,NA,"Least concern",NA
1011480,104600,"Cerastium pedunculatum Gaudin",NA,"Caryophyllaceae",NA,1,1982,2024,NA,"Least concern",NA
1011530,105400,"Cerastium uniflorum Clairv.",NA,"Caryophyllaceae",NA,2,1982,2025,NA,"Least concern",NA
1011710,106700,"Chaerophyllum hirsutum L.",NA,"Apiaceae",NA,4,1952,2025,NA,"Least concern",NA
1011700,106705,"Chaerophyllum hirsutum aggr.",NA,"Apiaceae",NA,7,1952,2025,NA,"Least concern",NA
1011730,107100,"Chaerophyllum villarsii W. D. J. Koch",NA,"Apiaceae",NA,2,1982,2024,NA,"Least concern",NA
1011810,107700,"Chamorchis alpina (L.) Rich.",NA,"Orchidaceae",NA,2,1889,2024,NA,"Least concern",NA
1011880,108500,"Chenopodium bonus-henricus L.",NA,"Amaranthaceae",NA,2,1982,2024,NA,"Least concern",NA
1012190,112800,"Cicerbita alpina (L.) Wallr.",NA,"Asteraceae",NA,3,2024,2025,NA,"Least concern",NA
1012370,114400,"Cirsium helenioides (L.) Hill",NA,"Asteraceae",NA,7,2017,2025,NA,"Least concern",NA
1012450,115300,"Cirsium spinosissimum (L.) Scop.",NA,"Asteraceae",NA,7,1982,2025,NA,"Least concern",NA
1012470,115500,"Cirsium vulgare (Savi) Ten.",NA,"Asteraceae",NA,1,2024,2024,NA,"Least concern",NA
1012750,117200,"Coeloglossum viride (L.) Hartm.",NA,"Orchidaceae",NA,22,1952,2025,NA,"Least concern",NA
1013210,120400,"Coronilla vaginalis Lam.",NA,"Fabaceae",NA,1,2022,2022,NA,"Least concern",NA
1013630,123000,"Crepis aurea (L.) Cass.",NA,"Asteraceae",NA,10,1952,2025,NA,"Least concern",NA
1013640,123100,"Crepis biennis L.",NA,"Asteraceae",NA,1,2024,2024,NA,"Least concern",NA
1013670,123500,"Crepis conyzifolia (Gouan) A. Kern.",NA,"Asteraceae",NA,6,1982,2025,NA,"Least concern",NA
1013760,124300,"Crepis paludosa (L.) Moench",NA,"Asteraceae",NA,1,2024,2024,NA,"Least concern",NA
1013800,124800,"Crepis pyrenaica (L.) Greuter",NA,"Asteraceae",NA,2,2018,2022,NA,"Least concern",NA
1013880,125800,"Crocus albiflorus Kit.",NA,"Iridaceae",NA,5,1953,2024,NA,"Least concern",NA
1014000,126600,"Cryptogramma crispa (L.) Hook.",NA,"Pteridaceae",NA,3,1982,2025,NA,"Least concern",NA
1014130,127800,"Cuscuta epithymum (L.) L.",NA,"Convolvulaceae",NA,1,2024,2024,NA,"Least concern",NA
1014520,130700,"Cystopteris fragilis (L.) Bernh.",NA,"Cystopteridaceae",NA,2,2024,2025,NA,"Least concern",NA
1014515,130750,"Cystopteris fragilis aggr.",NA,"Cystopteridaceae",NA,2,2024,2025,NA,"",NA
1014610,131800,"Dactylis glomerata L.",NA,"Poaceae",NA,7,1952,2024,NA,"Least concern",NA
1014750,132500,"Dactylorhiza lapponica (Hartm.) Soó",NA,"Orchidaceae",NA,1,2025,2025,NA,"Near threatened",NA
1014760,132600,"Dactylorhiza maculata (L.) Soó",NA,"Orchidaceae",NA,20,1982,2025,NA,"Least concern",NA
1014775,132630,"Dactylorhiza maculata subsp. fuchsii (Druce) Hyl.",NA,"Orchidaceae",NA,12,1987,2024,NA,"Least concern",NA
1014777,132640,"Dactylorhiza maculata subsp. savogiensis (D. Tyteca & Gathoye) Kreutz",NA,"Orchidaceae",NA,3,1998,1998,NA,"",NA
1014800,132700,"Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.",NA,"Orchidaceae",NA,11,1982,2025,NA,"Least concern",NA
1014820,132800,"Dactylorhiza sambucina (L.) Soó",NA,"Orchidaceae",NA,1,2024,2024,NA,"Near threatened",NA
1014840,132900,"Dactylorhiza traunsteineri (Rchb.) Soó",NA,"Orchidaceae",NA,1,2025,2025,NA,"Near threatened",NA
1014860,133100,"Danthonia decumbens (L.) DC.",NA,"Poaceae",NA,1,2022,2022,NA,"Least concern",NA
1015040,134800,"Deschampsia cespitosa (L.) P. Beauv.",NA,"Poaceae",NA,13,1952,2025,NA,"Least concern",NA
1015280,136800,"Dianthus superbus L.",NA,"Caryophyllaceae",NA,1,2023,2023,NA,"Least concern",NA
1015310,136900,"Dianthus sylvestris Wulfen",NA,"Caryophyllaceae",NA,3,2022,2024,NA,"Least concern",NA
1015420,137800,"Diphasiastrum alpinum (L.) Holub",NA,"Lycopodiaceae",NA,7,1952,2025,NA,"Least concern",NA
1015560,139700,"Doronicum clusii (All.) Tausch",NA,"Asteraceae",NA,4,1982,2025,NA,"Least concern",NA
1015590,140000,"Doronicum grandiflorum Lam.",NA,"Asteraceae",NA,1,2024,2024,NA,"Least concern",NA
1015860,142500,"Dryas octopetala L.",NA,"Rosaceae",NA,1,2024,2024,NA,"Least concern",NA
1015910,143100,"Dryopteris carthusiana (Vill.) H. P. Fuchs",NA,"Dryopteridaceae",NA,1,2025,2025,NA,"Least concern",NA
1015930,143300,"Dryopteris dilatata (Hoffm.) A. Gray",NA,"Dryopteridaceae",NA,2,1982,2025,NA,"Least concern",NA
1015925,143350,"Dryopteris dilatata aggr.",NA,"Dryopteridaceae",NA,3,1982,2025,NA,"",NA
1015940,143400,"Dryopteris expansa (C. Presl) Fraser-Jenk. & Jermy",NA,"Dryopteridaceae",NA,1,2025,2025,NA,"Least concern",NA
1015950,143500,"Dryopteris filix-mas (L.) Schott",NA,"Dryopteridaceae",NA,3,1982,2025,NA,"Least concern",NA
1016470,146795,"Empetrum nigrum L.",NA,"Ericaceae",NA,5,1982,2025,NA,"Least concern",NA
1016510,147300,"Epilobium alpestre (Jacq.) Krock.",NA,"Onagraceae",NA,3,2024,2024,NA,"Least concern",NA
1016520,147500,"Epilobium alsinifolium Vill.",NA,"Onagraceae",NA,3,2024,2025,NA,"Least concern",NA
1016530,147600,"Epilobium anagallidifolium Lam.",NA,"Onagraceae",NA,4,1982,2025,NA,"Least concern",NA
1016540,147700,"Epilobium angustifolium L.",NA,"Onagraceae",NA,4,1982,2025,NA,"Least concern",NA
1016560,147900,"Epilobium collinum C. C. Gmel.",NA,"Onagraceae",NA,1,2024,2024,NA,"Least concern",NA
1016590,148200,"Epilobium fleischeri Hochst.",NA,"Onagraceae",NA,11,1982,2025,NA,"Least concern",NA
1016620,148600,"Epilobium montanum L.",NA,"Onagraceae",NA,1,2024,2024,NA,"Least concern",NA
1016630,148700,"Epilobium nutans F. W. Schmidt",NA,"Onagraceae",NA,1,2024,2024,NA,"Least concern",NA
1016920,150600,"Equisetum arvense L.",NA,"Equisetaceae",NA,2,1982,2024,NA,"Least concern",NA
1016950,151100,"Equisetum palustre L.",NA,"Equisetaceae",NA,1,2024,2024,NA,"Least concern",NA
1016960,151200,"Equisetum pratense Ehrh.",NA,"Equisetaceae",NA,2,2024,2024,NA,"Least concern",NA
1016980,151400,"Equisetum sylvaticum L.",NA,"Equisetaceae",NA,1,2024,2024,NA,"Least concern",NA
1017000,151600,"Equisetum variegatum Schleich.",NA,"Equisetaceae",NA,2,1982,2025,NA,"Least concern",NA
1017440,153300,"Erigeron acris L.",NA,"Asteraceae",NA,1,2005,2005,NA,"Least concern",NA
1017490,153600,"Erigeron alpinus L.",NA,"Asteraceae",NA,2,1982,2025,NA,"Least concern",NA
1017485,153650,"Erigeron alpinus aggr.",NA,"Asteraceae",NA,3,1982,2025,NA,"",NA
1017610,155000,"Erigeron uniflorus L.",NA,"Asteraceae",NA,1,1982,2025,NA,"Least concern",NA
1017640,155200,"Eriophorum angustifolium Honck.",NA,"Cyperaceae",NA,10,1982,2025,NA,"Least concern",NA
1017670,155500,"Eriophorum scheuchzeri Hoppe",NA,"Cyperaceae",NA,5,1982,2025,NA,"Least concern",NA
1017680,155600,"Eriophorum vaginatum L.",NA,"Cyperaceae",NA,2,2022,2025,NA,"Near threatened",NA
1017840,157200,"Eryngium alpinum L.",NA,"Apiaceae",NA,4,2017,2024,NA,"Vulnerable",NA
1018040,158850,"Eschscholzia californica Cham.",NA,"Papaveraceae",NA,1,2024,2024,NA,"",NA
1018170,159800,"Euphorbia cyparissias L.",NA,"Euphorbiaceae",NA,3,1982,2024,NA,"Least concern",NA
1018520,162000,"Euphrasia alpina Lam.",NA,"Orobanchaceae",NA,1,2022,2022,NA,"Least concern",NA
1018600,162750,"Euphrasia minima Schleich.",NA,"Orobanchaceae",NA,29,1952,2025,NA,"Least concern",NA
1018700,163450,"Euphrasia rostkoviana Hayne",NA,"Orobanchaceae",NA,8,1952,2025,NA,"Least concern",NA
1018685,163850,"Euphrasia rostkoviana aggr.",NA,"Orobanchaceae",NA,9,1952,2025,NA,"",NA
1018730,163800,"Euphrasia rostkoviana subsp. montana (Jord.) Wettst.",NA,"Orobanchaceae",NA,5,1952,2025,NA,"Least concern",NA
1019240,168150,"Festuca laevigata Gaudin",NA,"Poaceae",NA,7,2022,2022,NA,"",NA
1019290,168300,"Festuca nigrescens Lam.",NA,"Poaceae",NA,1,2024,2024,NA,"Least concern",NA
1019330,168500,"Festuca ovina L.",NA,"Poaceae",NA,5,2018,2018,NA,"Least concern",NA
1019310,168590,"Festuca ovina aggr.",NA,"Poaceae",NA,14,1997,2022,NA,"Least concern",NA
1019309,168580,"Festuca ovina superaggr.",NA,"",NA,14,1997,2022,NA,"",NA
1019380,169100,"Festuca pratensis Huds.",NA,"Poaceae",NA,6,2005,2024,NA,"Least concern",NA
1019400,169300,"Festuca pratensis subsp. apennina (De Not.) Hegi",NA,"Poaceae",NA,3,2024,2024,NA,"Least concern",NA
1019470,170200,"Festuca rubra aggr.",NA,"Poaceae",NA,29,1952,2024,NA,"Least concern",NA
1019670,172100,"Festuca violacea aggr.",NA,"Poaceae",NA,5,1982,2024,NA,"Least concern",NA
1020350,177100,"Galeopsis tetrahit L.",NA,"Lamiaceae",NA,4,2024,2025,NA,"Least concern",NA
1020490,178700,"Galium lucidum All.",NA,"Rubiaceae",NA,1,2024,2024,NA,"Least concern",NA
1020600,179700,"Galium pumilum Murray",NA,"Rubiaceae",NA,10,1997,2024,NA,"Least concern",NA
1020595,179650,"Galium pumilum aggr.",NA,"Rubiaceae",NA,16,1952,2024,NA,"",NA
1020890,182200,"Gentiana acaulis L.",NA,"Gentianaceae",NA,13,1952,2025,NA,"Least concern",NA
1020970,182900,"Gentiana bavarica L.",NA,"Gentianaceae",NA,3,1982,2024,NA,"Least concern",NA
1021000,183100,"Gentiana campestris L.",NA,"Gentianaceae",NA,7,2018,2024,NA,"Least concern",NA
1021040,183500,"Gentiana clusii E. P. Perrier & Songeon",NA,"Gentianaceae",NA,2,2022,2022,NA,"Least concern",NA
1021090,183800,"Gentiana germanica Willd.",NA,"Gentianaceae",NA,1,2021,2021,NA,"Vulnerable",NA
1021100,183805,"Gentiana germanica Willd. subsp. germanica",NA,"Gentianaceae",NA,1,2021,2021,NA,"",NA
1021120,184100,"Gentiana lutea L.",NA,"Gentianaceae",NA,1,2025,2025,NA,"Least concern",NA
1021140,184300,"Gentiana nivalis L.",NA,"Gentianaceae",NA,3,1952,2024,NA,"Least concern",NA
1021190,184800,"Gentiana punctata L.",NA,"Gentianaceae",NA,4,1982,2024,NA,"Least concern",NA
1021200,184900,"Gentiana purpurea L.",NA,"Gentianaceae",NA,7,1982,2025,NA,"Least concern",NA
1021210,185000,"Gentiana ramosa Hegetschw.",NA,"Gentianaceae",NA,13,1952,2025,NA,"Least concern",NA
1021240,185300,"Gentiana utriculosa L.",NA,"Gentianaceae",NA,3,2005,2023,NA,"Near threatened",NA
1021250,185400,"Gentiana verna L.",NA,"Gentianaceae",NA,3,1982,2024,NA,"Least concern",NA
1021530,189300,"Geranium sylvaticum L.",NA,"Geraniaceae",NA,4,1982,2025,NA,"Least concern",NA
1021540,189400,"Geum montanum L.",NA,"Rosaceae",NA,40,1952,2025,NA,"Least concern",NA
1021560,189500,"Geum reptans L.",NA,"Rosaceae",NA,3,1982,2025,NA,"Least concern",NA
1021860,192400,"Gnaphalium norvegicum Gunnerus",NA,"Asteraceae",NA,22,1883,2025,NA,"Least concern",NA
1021870,192500,"Gnaphalium supinum L.",NA,"Asteraceae",NA,12,1883,2025,NA,"Least concern",NA
1021880,192600,"Gnaphalium sylvaticum L.",NA,"Asteraceae",NA,8,1963,2025,NA,"Least concern",NA
1021950,193200,"Gymnadenia conopsea (L.) R. Br.",NA,"Orchidaceae",NA,17,1982,2025,NA,"Least concern",NA
1021957,NA,"Gymnadenia conopsea × Nigritella rhellicani",NA,"Orchidaceae",NA,1,2007,2007,NA,"",NA
1022020,193800,"Gypsophila repens L.",NA,"Caryophyllaceae",NA,6,1982,2024,NA,"Least concern",NA
1022180,194895,"Helianthemum nummularium (L.) Mill.",NA,"Cistaceae",NA,15,1952,2024,NA,"Least concern",NA
1022210,195100,"Helianthemum nummularium subsp. grandiflorum (Scop.) Schinz & Thell.",NA,"Cistaceae",NA,2,1952,2024,NA,"Least concern",NA
1022390,196800,"Helictotrichon pubescens (Huds.) Pilg.",NA,"Poaceae",NA,3,2018,2022,NA,"Least concern",NA
1022440,197100,"Helictotrichon versicolor (Vill.) Pilg.",NA,"Poaceae",NA,16,1952,2025,NA,"Least concern",NA
1022590,198595,"Heracleum sphondylium L.",NA,"Apiaceae",NA,1,2024,2024,NA,"Least concern",NA
1022790,199900,"Hieracium alpinum L.",NA,"Asteraceae",NA,7,1952,2024,NA,"Least concern",NA
1022810,200100,"Hieracium angustifolium Hoppe",NA,"Asteraceae",NA,3,1982,2025,NA,"Least concern",NA
1022820,200200,"Hieracium aurantiacum L.",NA,"Asteraceae",NA,5,2024,2025,NA,"Least concern",NA
1023010,201900,"Hieracium intybaceum All.",NA,"Asteraceae",NA,11,1883,2025,NA,"Least concern",NA
1023030,202000,"Hieracium lachenalii C. C. Gmel.",NA,"Asteraceae",NA,1,2024,2024,NA,"Least concern",NA
1023040,202100,"Hieracium lactucella Wallr.",NA,"Asteraceae",NA,11,1952,2024,NA,"Least concern",NA
1023110,202700,"Hieracium murorum aggr.",NA,"Asteraceae",NA,4,1982,2020,NA,"Least concern",NA
1023170,203200,"Hieracium piliferum aggr.",NA,"Asteraceae",NA,2,1982,2022,NA,"Least concern",NA
1023200,203400,"Hieracium pilosella L.",NA,"Asteraceae",NA,22,1952,2025,NA,"Least concern",NA
1023220,203600,"Hieracium pilosum Froel.",NA,"Asteraceae",NA,2,1961,2024,NA,"Least concern",NA
1023500,205800,"Hieracium villosum Jacq.",NA,"Asteraceae",NA,1,2024,2024,NA,"Least concern",NA
1023490,205900,"Hieracium villosum aggr.",NA,"Asteraceae",NA,3,1961,2024,NA,"Least concern",NA
1023580,206300,"Hippocrepis comosa L.",NA,"Fabaceae",NA,13,1952,2022,NA,"Least concern",NA
1023680,207300,"Homogyne alpina (L.) Cass.",NA,"Asteraceae",NA,19,1952,2025,NA,"Least concern",NA
1023860,208900,"Huperzia selago (L.) Schrank & Mart.",NA,"Lycopodiaceae",NA,4,1982,2025,NA,"Least concern",NA
1024060,210695,"Hypericum maculatum Crantz",NA,"Hypericaceae",NA,3,1982,2024,NA,"Least concern",NA
1024250,212200,"Hypochaeris uniflora Vill.",NA,"Asteraceae",NA,8,1982,2025,NA,"Least concern",NA
1024900,217700,"Juncus alpinoarticulatus Chaix",NA,"Juncaceae",NA,3,2013,2025,NA,"Least concern",NA
1024925,218150,"Juncus articulatus aggr.",NA,"Juncaceae",NA,3,2013,2025,NA,"",NA
1025010,218900,"Juncus filiformis L.",NA,"Juncaceae",NA,6,1982,2025,NA,"Least concern",NA
1025040,219200,"Juncus jacquinii L.",NA,"Juncaceae",NA,5,1982,2025,NA,"Least concern",NA
1025070,219600,"Juncus squarrosus L.",NA,"Juncaceae",NA,1,1873,1873,NA,"Endangered",NA
1025120,220100,"Juncus trifidus L.",NA,"Juncaceae",NA,3,1963,2024,NA,"Least concern",NA
1025140,220395,"Juniperus communis L.",NA,"Cupressaceae",NA,4,1982,2025,NA,"Least concern",NA
1025160,220500,"Juniperus communis subsp. alpina Čelak.",NA,"Cupressaceae",NA,4,1982,2025,NA,"Least concern",NA
1025190,221000,"Kernera saxatilis (L.) Sweet",NA,"Brassicaceae",NA,1,2024,2024,NA,"Least concern",NA
1025240,221450,"Knautia dipsacifolia Kreutzer",NA,"Caprifoliaceae",NA,4,2022,2025,NA,"Least concern",NA
1025850,227500,"Laserpitium halleri Crantz",NA,"Apiaceae",NA,6,1982,2025,NA,"Least concern",NA
1025860,227700,"Laserpitium latifolium L.",NA,"Apiaceae",NA,3,2018,2022,NA,"Least concern",NA
1025900,228100,"Laserpitium siler L.",NA,"Apiaceae",NA,2,2018,2022,NA,"Least concern",NA
1026050,230400,"Lathyrus pratensis L.",NA,"Fabaceae",NA,3,2018,2024,NA,"Least concern",NA
1026290,232700,"Leontodon autumnalis L.",NA,"Asteraceae",NA,3,1952,2010,NA,"Least concern",NA
1026310,232900,"Leontodon helveticus Mérat",NA,"Asteraceae",NA,30,1952,2024,NA,"Least concern",NA
1026330,233000,"Leontodon hispidus L.",NA,"Asteraceae",NA,14,1952,2024,NA,"Least concern",NA
1026340,233100,"Leontodon hispidus L. subsp. hispidus",NA,"Asteraceae",NA,1,2022,2022,NA,"Least concern",NA
1026360,233400,"Leontodon hispidus subsp. hyoseroides (Rchb.) Murr",NA,"Asteraceae",NA,1,2022,2022,NA,"Least concern",NA
1026380,233600,"Leontodon hispidus subsp. pseudocrispus (Bisch.) Murr",NA,"Asteraceae",NA,1,1982,2022,NA,"Least concern",NA
1026430,234000,"Leontodon montanus Lam.",NA,"Asteraceae",NA,3,1988,2024,NA,"Least concern",NA
1026600,236000,"Leucanthemopsis alpina (L.) Heywood",NA,"Asteraceae",NA,15,1953,2025,NA,"Least concern",NA
1026650,236200,"Leucanthemum adustum (W. D. J. Koch) Gremli",NA,"Asteraceae",NA,3,2024,2024,NA,"Least concern",NA
1026730,236800,"Leucanthemum vulgare Lam.",NA,"Asteraceae",NA,3,1952,1982,NA,"Least concern",NA
1026710,236905,"Leucanthemum vulgare aggr.",NA,"Asteraceae",NA,6,1952,2024,NA,"Least concern",NA
1026810,237800,"Ligusticum mutellina (L.) Crantz",NA,"Apiaceae",NA,28,1952,2025,NA,"Least concern",NA
1026890,238500,"Lilium martagon L.",NA,"Liliaceae",NA,1,1982,2024,NA,"Least concern",NA
1027130,241100,"Linum catharticum L.",NA,"Linaceae",NA,9,1997,2024,NA,"Least concern",NA
1027250,242500,"Lloydia serotina (L.) Rchb.",NA,"Liliaceae",NA,0,1982,1982,NA,"Least concern",NA
